SEASON,MATCH_TYPE,PLAYER_NAME,PLAYER_ID,GP,W,L,MIN,PTS,REB,AST,STL,BLK,TO,FGM,FGA,FG3M,FG3A,FTM,FTA,FGM_2,FG3M_2,FTM_2,DD,TD,FP,PIE,FG_PCT,FG3_PCT,FT_PCT,MVP,ROY,DPOY,MIP,6MOY,All-NBA-Team,All-Defensive-Team,All-Rookie-Team,All-Star,All-Star-MVP,Finals-MVP,POTW,POTM,ROTM,ROOKIE_SEASON
2007-08,Regular,Mouhamed Sene,200754,13,1,12,62.15,30.0,16.0,1.0,0.0,7.0,0.0,11.0,24.0,0.0,0.0,8.0,17.0,11.0,0.0,8.0,0,0,71.7,0.0738900877735168,0.4583,,0.4706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Mustafa Shakur,201203,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Nate Robinson,101126,72,20,52,1882.8666666666663,913.0,222.0,212.0,60.0,1.0,103.0,331.0,782.0,97.0,292.0,154.0,196.0,331.0,97.0,154.0,0,0,1577.4,3.724497700745331,0.4233,0.3322,0.7857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Nazr Mohammed,1737,82,39,43,1649.8,639.0,494.0,72.0,45.0,60.0,101.0,272.0,528.0,0.0,1.0,95.0,163.0,272.0,0.0,95.0,11,0,1553.8,3.1957462167133204,0.5152,0.0,0.5828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Nenad Krstic,2420,45,17,28,811.6,298.0,200.0,27.0,9.0,17.0,41.0,123.0,300.0,0.0,2.0,52.0,69.0,123.0,0.0,52.0,3,0,615.5,1.099493017255916,0.41,0.0,0.7536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Nene,2403,16,9,7,265.5333333333333,85.0,87.0,15.0,9.0,14.0,21.0,29.0,71.0,0.0,1.0,27.0,49.0,29.0,0.0,27.0,0,0,259.9,0.3057721623285467,0.4085,0.0,0.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Nick Collison,2555,78,19,59,2222.7166666666667,767.0,730.0,113.0,47.0,60.0,118.0,322.0,641.0,0.0,2.0,123.0,167.0,322.0,0.0,123.0,23,0,2015.5,4.908096792802192,0.5023,0.0,0.7365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Nick Fazekas,201174,26,5,21,268.95,107.0,89.0,11.0,8.0,11.0,13.0,46.0,82.0,0.0,2.0,15.0,22.0,46.0,0.0,15.0,0,0,274.3,0.7915042380445803,0.561,0.0,0.6818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2007-08,Regular,Nick Young,201156,75,36,39,1157.7166666666667,561.0,115.0,63.0,35.0,7.0,94.0,210.0,478.0,40.0,100.0,101.0,124.0,210.0,40.0,101.0,0,0,825.5,1.3613245262626852,0.4393,0.4,0.8145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2007-08,Regular,Oleksiy Pecherov,200762,35,18,17,319.51666666666665,125.0,66.0,7.0,6.0,5.0,17.0,44.0,125.0,17.0,60.0,20.0,31.0,44.0,17.0,20.0,1,0,230.7,0.3441723104630219,0.352,0.2833,0.6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2007-08,Regular,Orien Greene,101158,7,2,5,60.7,6.0,6.0,3.0,3.0,1.0,7.0,3.0,11.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0,0,22.7,-0.0381528320010968,0.2727,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Othella Harrington,970,22,8,14,166.18333333333334,46.0,42.0,4.0,1.0,4.0,11.0,18.0,42.0,0.0,0.0,10.0,16.0,18.0,0.0,10.0,0,0,106.4,0.0711450208322119,0.4286,,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,P.J. Brown,136,18,16,2,209.11666666666667,39.0,68.0,10.0,5.0,8.0,10.0,14.0,41.0,0.0,1.0,11.0,16.0,14.0,0.0,11.0,0,0,164.6,0.2883680881395178,0.3415,0.0,0.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Pat Garrity,1727,31,24,7,283.9,66.0,44.0,13.0,6.0,1.0,17.0,27.0,80.0,8.0,37.0,4.0,5.0,27.0,8.0,4.0,0,0,142.3,0.1006903832751232,0.3375,0.2162,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Patrick O'Bryant,200753,24,12,12,99.31666666666666,35.0,29.0,4.0,4.0,9.0,7.0,16.0,29.0,0.0,0.0,3.0,5.0,16.0,0.0,3.0,0,0,107.8,0.1211924622282342,0.5517,,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Pau Gasol,2200,66,32,34,2350.8,1246.0,553.0,211.0,30.0,98.0,124.0,475.0,890.0,4.0,16.0,292.0,362.0,475.0,4.0,292.0,26,0,2486.1,7.218756709885763,0.5337,0.25,0.8066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Paul Davis,200781,22,8,14,194.01666666666665,54.0,47.0,10.0,6.0,6.0,9.0,24.0,65.0,0.0,0.0,6.0,10.0,24.0,0.0,6.0,0,0,152.4,0.1291217929310625,0.3692,,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Paul Millsap,200794,82,54,28,1701.7333333333331,661.0,460.0,81.0,72.0,73.0,87.0,253.0,502.0,0.0,4.0,155.0,229.0,253.0,0.0,155.0,4,0,1682.5,3.2817626732887244,0.504,0.0,0.6769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Paul Pierce,1718,80,64,16,2873.7666666666664,1570.0,411.0,363.0,101.0,36.0,221.0,509.0,1098.0,143.0,365.0,409.0,485.0,509.0,143.0,409.0,7,0,2797.7,9.078034319586504,0.4636,0.3918,0.8433,0,0,0,0,0,3,0,0,1,0,0,2,0,0,False
2007-08,Regular,Peja Stojakovic,978,77,53,24,2711.2833333333333,1263.0,331.0,96.0,57.0,10.0,61.0,451.0,1026.0,231.0,524.0,130.0,140.0,451.0,231.0,130.0,4,0,1944.2,5.321981191457348,0.4396,0.4408,0.9286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Primoz Brezec,2056,50,28,22,474.5333333333333,112.0,81.0,11.0,3.0,7.0,24.0,44.0,94.0,0.0,0.0,24.0,40.0,44.0,0.0,24.0,0,0,231.7,0.1598735999550321,0.4681,,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Quentin Richardson,2047,65,20,45,1841.0,527.0,315.0,116.0,44.0,15.0,69.0,199.0,555.0,69.0,214.0,60.0,88.0,199.0,69.0,60.0,1,0,1187.0,2.3625790981635686,0.3586,0.3224,0.6818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Quincy Douby,200763,74,32,42,876.4833333333333,354.0,83.0,53.0,30.0,12.0,59.0,132.0,335.0,42.0,122.0,48.0,52.0,132.0,42.0,48.0,0,0,600.1,1.0446982567984109,0.394,0.3443,0.9231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Quinton Ross,2624,76,22,54,1504.7833333333333,311.0,172.0,88.0,43.0,33.0,29.0,131.0,335.0,9.0,21.0,40.0,60.0,131.0,9.0,40.0,0,0,848.4,1.395585055172182,0.391,0.4286,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Raef LaFrentz,1711,39,18,21,291.3666666666667,65.0,67.0,6.0,12.0,17.0,10.0,27.0,61.0,0.0,4.0,11.0,19.0,27.0,0.0,11.0,0,0,231.4,0.2240707999641059,0.4426,0.0,0.5789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Rafer Alston,1747,74,51,23,2525.9333333333334,969.0,260.0,392.0,98.0,18.0,160.0,364.0,924.0,143.0,407.0,98.0,137.0,364.0,143.0,98.0,4,0,2057.0,5.244832273154019,0.3939,0.3514,0.7153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Raja Bell,1952,75,48,27,2646.25,889.0,274.0,168.0,54.0,27.0,65.0,317.0,753.0,176.0,439.0,79.0,91.0,317.0,176.0,79.0,1,0,1647.8,3.446334693640849,0.421,0.4009,0.8681,0,0,0,0,0,0,2,0,0,0,0,0,0,0,False
2007-08,Regular,Rajon Rondo,200765,77,62,15,2305.733333333333,814.0,322.0,393.0,129.0,13.0,147.0,351.0,713.0,5.0,19.0,107.0,175.0,351.0,5.0,107.0,4,0,2068.9,5.728122520426927,0.4923,0.2632,0.6114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Ramon Sessions,201196,17,2,15,449.5333333333333,137.0,58.0,127.0,17.0,3.0,36.0,51.0,117.0,3.0,7.0,32.0,41.0,51.0,3.0,32.0,3,0,421.1,1.0528415908356137,0.4359,0.4286,0.7805,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
2007-08,Regular,Randolph Morris,201043,18,4,14,180.88333333333333,56.0,37.0,2.0,4.0,2.0,9.0,21.0,58.0,0.0,0.0,14.0,29.0,21.0,0.0,14.0,0,0,112.4,-0.0150379245531125,0.3621,,0.4828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Randy Foye,200751,39,14,25,1258.75,510.0,128.0,164.0,36.0,3.0,79.0,198.0,462.0,61.0,148.0,53.0,65.0,198.0,61.0,53.0,1,0,947.6,2.106767791195059,0.4286,0.4122,0.8154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Rashad McCants,101119,75,20,55,2019.6,1114.0,206.0,162.0,66.0,18.0,172.0,428.0,944.0,142.0,349.0,116.0,155.0,428.0,142.0,116.0,0,0,1684.2,3.361556200868237,0.4534,0.4069,0.7484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Rashard Lewis,1740,81,52,29,3076.1833333333334,1476.0,437.0,196.0,99.0,38.0,140.0,516.0,1135.0,226.0,553.0,218.0,260.0,516.0,226.0,218.0,1,0,2565.4,7.257932732429819,0.4546,0.4087,0.8385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Rasheed Wallace,739,77,55,22,2346.3166666666666,979.0,511.0,137.0,91.0,129.0,86.0,376.0,870.0,112.0,315.0,115.0,150.0,376.0,112.0,115.0,10,0,2371.7,5.951370711711849,0.4322,0.3556,0.7667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False
2007-08,Regular,Rasho Nesterovic,1725,71,35,36,1486.1833333333334,552.0,342.0,82.0,20.0,52.0,60.0,257.0,467.0,1.0,3.0,37.0,49.0,257.0,1.0,37.0,5,0,1241.4,3.169683315855328,0.5503,0.3333,0.7551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Rasual Butler,2446,51,37,14,875.4,252.0,100.0,36.0,15.0,21.0,10.0,91.0,260.0,44.0,133.0,26.0,31.0,91.0,44.0,26.0,0,0,524.0,0.9152104976733806,0.35,0.3308,0.8387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Ray Allen,951,73,58,15,2623.5666666666666,1273.0,268.0,225.0,65.0,16.0,127.0,439.0,986.0,180.0,452.0,215.0,237.0,439.0,180.0,215.0,1,0,2048.1,6.441258560793646,0.4452,0.3982,0.9072,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False
2007-08,Regular,Raymond Felton,101109,79,32,47,2972.1833333333334,1140.0,236.0,583.0,96.0,12.0,213.0,412.0,997.0,56.0,200.0,260.0,325.0,412.0,56.0,260.0,17,0,2408.7,6.153270198068359,0.4132,0.28,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Reggie Evans,2501,81,40,41,1879.0333333333333,425.0,611.0,65.0,86.0,8.0,108.0,152.0,346.0,1.0,1.0,120.0,257.0,152.0,1.0,120.0,4,0,1429.7,2.8005489294226167,0.4393,1.0,0.4669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Renaldo Balkman,200764,65,21,44,951.9833333333332,224.0,216.0,40.0,44.0,30.0,37.0,91.0,186.0,1.0,12.0,41.0,95.0,91.0,1.0,41.0,1,0,728.2,1.1544515974112235,0.4892,0.0833,0.4316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Richard Hamilton,1888,72,52,20,2424.2666666666664,1244.0,235.0,299.0,73.0,10.0,132.0,499.0,1030.0,62.0,141.0,184.0,221.0,499.0,62.0,184.0,1,0,2091.5,6.05797113896718,0.4845,0.4397,0.8326,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False
2007-08,Regular,Richard Jefferson,2210,82,34,48,3200.3666666666663,1857.0,342.0,252.0,76.0,21.0,199.0,619.0,1328.0,77.0,213.0,542.0,679.0,619.0,77.0,542.0,2,0,2737.4,7.539761779480893,0.4661,0.3615,0.7982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Richie Frahm,2499,10,2,8,163.16666666666666,47.0,14.0,8.0,2.0,0.0,6.0,20.0,54.0,7.0,25.0,0.0,2.0,20.0,7.0,0.0,0,0,75.8,0.1417738846873163,0.3704,0.28,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Ricky Davis,1729,82,15,67,2963.4166666666665,1130.0,353.0,276.0,87.0,14.0,191.0,420.0,971.0,135.0,333.0,155.0,197.0,420.0,135.0,155.0,4,0,2079.6,5.4156717271891335,0.4325,0.4054,0.7868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Robert Horry,109,45,26,19,582.7333333333333,112.0,109.0,47.0,21.0,19.0,22.0,38.0,119.0,18.0,70.0,18.0,28.0,38.0,18.0,18.0,0,0,411.3,0.7557036026171391,0.3193,0.2571,0.6429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Robert Swift,2741,8,1,7,97.7,14.0,18.0,1.0,5.0,6.0,10.0,6.0,17.0,0.0,0.0,2.0,2.0,6.0,0.0,2.0,0,0,60.1,0.00326824610705,0.3529,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Rodney Carney,200760,70,36,34,1038.7,409.0,149.0,32.0,39.0,23.0,34.0,158.0,392.0,38.0,120.0,55.0,81.0,158.0,38.0,55.0,0,0,787.8,1.3912657941313653,0.4031,0.3167,0.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Rodney Stuckey,201155,57,41,16,1080.8833333333332,436.0,129.0,160.0,49.0,6.0,78.0,153.0,382.0,3.0,16.0,127.0,156.0,153.0,3.0,127.0,0,0,917.8,2.0575734601319926,0.4005,0.1875,0.8141,0,0,0,0,0,0,0,2,0,0,0,0,0,0,True
2007-08,Regular,Roger Mason Jr.,2427,80,42,38,1707.6833333333334,724.0,130.0,134.0,40.0,18.0,69.0,266.0,600.0,130.0,327.0,62.0,71.0,266.0,130.0,62.0,0,0,1186.0,2.716798285847357,0.4433,0.3976,0.8732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Ronald Dupree,2648,5,1,4,20.8,4.0,8.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0,0,18.1,0.086465778121177,0.3333,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Ronnie Brewer,200758,76,49,27,2087.7166666666667,914.0,218.0,134.0,129.0,19.0,69.0,354.0,634.0,11.0,50.0,195.0,257.0,354.0,11.0,195.0,0,0,1751.6,5.051253009672701,0.5584,0.22,0.7588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Ronnie Price,101179,61,43,18,588.45,228.0,46.0,78.0,32.0,3.0,30.0,88.0,204.0,26.0,75.0,26.0,38.0,88.0,26.0,26.0,0,0,475.2,0.8768507961911278,0.4314,0.3467,0.6842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Ronny Turiaf,101142,78,53,25,1457.85,516.0,306.0,128.0,28.0,108.0,72.0,188.0,397.0,0.0,1.0,140.0,186.0,188.0,0.0,140.0,0,0,1411.2,2.5295132916204306,0.4736,0.0,0.7527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Royal Ivey,2767,75,22,53,1436.7333333333331,418.0,118.0,160.0,45.0,7.0,75.0,149.0,378.0,35.0,107.0,85.0,117.0,149.0,35.0,85.0,0,0,880.6,1.2736461907996222,0.3942,0.3271,0.7265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Ruben Patterson,1739,20,8,12,326.9833333333333,102.0,64.0,17.0,21.0,7.0,27.0,39.0,86.0,0.0,2.0,24.0,43.0,39.0,0.0,24.0,1,0,261.3,0.4042640123053134,0.4535,0.0,0.5581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Rudy Gay,200752,81,21,60,2999.733333333333,1632.0,499.0,158.0,111.0,79.0,190.0,625.0,1355.0,134.0,387.0,248.0,316.0,625.0,134.0,248.0,10,0,2847.8,6.527994502339911,0.4613,0.3463,0.7848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Ryan Bowen,1763,53,36,17,659.65,114.0,100.0,25.0,32.0,11.0,15.0,49.0,100.0,0.0,1.0,16.0,29.0,49.0,0.0,16.0,0,0,385.5,0.5071980975463681,0.49,0.0,0.5517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Ryan Gomes,101155,82,22,60,2433.9,1033.0,475.0,145.0,65.0,10.0,96.0,392.0,857.0,59.0,179.0,190.0,229.0,392.0,59.0,190.0,9,0,1949.5,5.405986280878471,0.4574,0.3296,0.8297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Ryan Hollins,200797,60,23,37,531.6166666666667,147.0,107.0,14.0,10.0,30.0,25.0,46.0,94.0,0.0,0.0,55.0,82.0,46.0,0.0,55.0,0,0,391.4,0.4211357633893791,0.4894,,0.6707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Salim Stoudamire,101136,35,12,23,401.5833333333333,200.0,24.0,28.0,7.0,5.0,21.0,65.0,180.0,29.0,85.0,41.0,50.0,65.0,29.0,41.0,0,0,285.8,0.4382972300216923,0.3611,0.3412,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Sam Cassell,208,55,29,26,1273.4,616.0,136.0,214.0,37.0,6.0,97.0,233.0,532.0,23.0,76.0,127.0,144.0,233.0,23.0,127.0,0,0,1132.2,3.055657126498511,0.438,0.3026,0.8819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Samuel Dalembert,2223,82,40,42,2724.35,864.0,849.0,45.0,40.0,192.0,155.0,339.0,661.0,0.0,1.0,186.0,263.0,339.0,0.0,186.0,26,0,2491.3,5.954456152914448,0.5129,0.0,0.7072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Sasha Pavlovic,2562,51,28,23,1188.2166666666667,379.0,128.0,82.0,29.0,6.0,55.0,146.0,403.0,34.0,114.0,53.0,77.0,146.0,34.0,53.0,0,0,705.6,0.8956569150333981,0.3623,0.2982,0.6883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Sasha Vujacic,2756,72,49,23,1279.1333333333332,632.0,154.0,72.0,36.0,5.0,52.0,219.0,482.0,118.0,270.0,76.0,91.0,219.0,118.0,76.0,0,0,995.8,2.456147474369164,0.4544,0.437,0.8352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Scot Pollard,1513,22,17,5,172.88333333333333,39.0,37.0,3.0,3.0,6.0,5.0,12.0,23.0,0.0,0.0,15.0,22.0,12.0,0.0,15.0,0,0,109.9,0.0765809368364223,0.5217,,0.6818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Sean Marks,1752,19,16,3,129.8,59.0,36.0,4.0,3.0,10.0,8.0,23.0,43.0,1.0,4.0,12.0,19.0,23.0,1.0,12.0,1,0,139.2,0.2537111282086792,0.5349,0.25,0.6316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Sean May,101118,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Sean Williams,201157,73,28,45,1278.3333333333333,409.0,322.0,28.0,28.0,106.0,70.0,164.0,305.0,0.0,0.0,81.0,133.0,164.0,0.0,81.0,2,0,1169.4,2.078134116773887,0.5377,,0.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2007-08,Regular,Sebastian Telfair,2742,60,13,47,1932.7666666666669,556.0,135.0,355.0,59.0,11.0,111.0,223.0,556.0,32.0,114.0,78.0,105.0,223.0,32.0,78.0,2,0,1349.5,2.8375865381129395,0.4011,0.2807,0.7429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Sergio Rodriguez,200771,72,36,36,627.9166666666666,180.0,58.0,123.0,24.0,0.0,53.0,69.0,196.0,17.0,58.0,25.0,38.0,69.0,17.0,25.0,0,0,453.1,0.7523885674277904,0.352,0.2931,0.6579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Shane Battier,2203,80,54,26,2906.7,744.0,407.0,155.0,77.0,90.0,78.0,265.0,619.0,139.0,369.0,75.0,101.0,265.0,139.0,75.0,1,0,1887.9,4.576746593817389,0.4281,0.3767,0.7426,0,0,0,0,0,0,2,0,0,0,0,0,0,0,False
2007-08,Regular,Shannon Brown,200769,21,5,16,239.86666666666667,114.0,20.0,17.0,11.0,3.0,24.0,44.0,126.0,9.0,30.0,17.0,29.0,44.0,9.0,17.0,0,0,181.5,0.0992324576310963,0.3492,0.3,0.5862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Shaquille O'Neal,406,61,25,36,1748.0666666666666,832.0,554.0,93.0,32.0,88.0,181.0,331.0,558.0,0.0,0.0,170.0,338.0,331.0,0.0,170.0,21,0,1815.3,4.027841245409566,0.5932,,0.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Shareef Abdur-Rahim,949,6,2,4,50.55,10.0,10.0,4.0,1.0,0.0,1.0,3.0,14.0,0.0,0.0,4.0,4.0,3.0,0.0,4.0,0,0,30.0,0.0058039177186509,0.2143,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Shavlik Randolph,101183,9,3,6,27.48333333333333,8.0,11.0,3.0,1.0,3.0,2.0,4.0,14.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,35.7,0.0192824766014202,0.2857,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Shawn Marion,1890,63,37,26,2315.1666666666665,972.0,643.0,138.0,125.0,85.0,86.0,400.0,787.0,66.0,198.0,106.0,150.0,400.0,66.0,106.0,32,0,2494.6,6.619819425165483,0.5083,0.3333,0.7067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Shawne Williams,200761,65,25,40,967.0333333333332,437.0,176.0,59.0,26.0,26.0,58.0,159.0,372.0,43.0,137.0,76.0,106.0,159.0,43.0,76.0,1,0,834.7,1.3863099433968278,0.4274,0.3139,0.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Shelden Williams,200749,64,29,35,776.0,255.0,205.0,19.0,22.0,21.0,35.0,92.0,212.0,0.0,2.0,71.0,105.0,92.0,0.0,71.0,2,0,623.5,1.0899050622175463,0.434,0.0,0.6762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Smush Parker,2470,28,3,25,592.4333333333333,165.0,51.0,84.0,24.0,6.0,44.0,64.0,184.0,18.0,78.0,19.0,28.0,64.0,18.0,19.0,0,0,398.2,0.5577174411769691,0.3478,0.2308,0.6786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Solomon Jones,200780,35,13,22,145.11666666666667,35.0,42.0,0.0,3.0,5.0,11.0,12.0,30.0,0.0,2.0,11.0,20.0,12.0,0.0,11.0,0,0,98.4,0.0422313242025158,0.4,0.0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Spencer Hawes,201150,71,33,38,931.2333333333332,334.0,230.0,44.0,14.0,40.0,56.0,146.0,318.0,4.0,21.0,38.0,58.0,146.0,4.0,38.0,2,0,782.0,1.3342713260945975,0.4591,0.1905,0.6552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2007-08,Regular,Stephane Lasme,201186,16,3,13,303.3333333333333,83.0,53.0,3.0,13.0,22.0,15.0,32.0,71.0,0.0,0.0,19.0,32.0,32.0,0.0,19.0,0,0,241.1,0.3363936378380466,0.4507,,0.5938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
2007-08,Regular,Stephen Graham,101211,22,6,16,127.83333333333331,87.0,22.0,9.0,4.0,1.0,10.0,34.0,58.0,7.0,14.0,12.0,16.0,34.0,7.0,12.0,0,0,131.9,0.3769334774428897,0.5862,0.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Stephen Jackson,1536,73,46,27,2855.333333333333,1466.0,318.0,300.0,92.0,29.0,197.0,488.0,1204.0,182.0,501.0,308.0,370.0,488.0,182.0,308.0,1,0,2463.6,5.56837374159666,0.4053,0.3633,0.8324,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
2007-08,Regular,Stephon Marbury,950,24,6,18,804.9833333333333,333.0,59.0,113.0,21.0,2.0,48.0,111.0,265.0,28.0,74.0,83.0,116.0,111.0,28.0,83.0,0,0,594.3,1.5446495308942632,0.4189,0.3784,0.7155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Steve Blake,2581,81,41,40,2424.25,692.0,195.0,413.0,55.0,4.0,113.0,261.0,640.0,121.0,298.0,49.0,64.0,261.0,121.0,49.0,3,0,1609.5,4.4281135610410365,0.4078,0.406,0.7656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Steve Francis,1883,10,5,5,199.3,55.0,23.0,30.0,9.0,5.0,14.0,19.0,57.0,4.0,17.0,13.0,23.0,19.0,4.0,13.0,0,0,155.6,0.1933888998349325,0.3333,0.2353,0.5652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2007-08,Regular,Steve Nash,959,81,55,26,2779.866666666667,1371.0,282.0,898.0,53.0,5.0,295.0,485.0,962.0,179.0,381.0,222.0,245.0,485.0,179.0,222.0,48,0,2935.4,9.142063734288712,0.5042,0.4698,0.9061,0,0,0,0,0,2,0,0,1,0,0,0,0,0,False
2007-08,Regular,Steve Novak,200779,35,27,8,263.9833333333333,135.0,35.0,6.0,2.0,3.0,4.0,49.0,102.0,34.0,71.0,3.0,4.0,49.0,34.0,3.0,0,0,197.0,0.6343746293661142,0.4804,0.4789,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
